x,x_err,y,y_err
0.0,0.06390508031418599,2.901804036608209,0.9655712389697171
0.01002004008016032,0.07721514930979356,3.036524009060565,1.0595522958211212
0.02004008016032064,0.06822107008573151,5.413589259896234,1.2874556633813965
0.03006012024048096,0.06359065463975175,2.7004671996473557,1.6258925343934814
0.04008016032064128,0.05389238394711238,2.566020461466581,1.000261198686913
0.0501002004008016,0.07167152904533249,3.1220619114850625,1.8862381499311454
0.06012024048096192,0.0550069769010154,1.4501335871405767,1.7934778202538535
0.07014028056112225,0.09134184006256639,3.225887544902597,0.5730354439632928
0.08016032064128256,0.09709302084008235,2.8110403834479536,0.8804637863852341
0.09018036072144288,0.050675321506062215,1.0551948064837648,1.1692032689888028
0.1002004008016032,0.08333800304661317,3.1284335534518934,0.6569418331137111
0.11022044088176353,0.06231159358023236,2.8596056655964928,1.0227139835502457
0.12024048096192384,0.06544356488751459,0.5735013863237102,1.6101462884265239
0.13026052104208416,0.09404773106341288,3.117567752960811,1.520771721714239
0.1402805611222445,0.025682884655830955,5.372633795717344,1.4335766428490073
0.1503006012024048,0.026970343976123256,4.0717896049543505,1.5657926040835184
0.16032064128256512,0.021617471795226058,3.767750322578103,0.8073855304395526
0.17034068136272545,0.08660958764383504,1.9336596561147428,1.0125471722970982
0.18036072144288576,0.08225254007598803,4.032632449225457,1.5143637234161944
0.1903807615230461,0.08960097185974554,3.599037648223636,1.8188521445469905
0.2004008016032064,0.09828946737862113,4.043742462221946,1.3155170807421428
0.21042084168336672,0.0839326851373379,3.7571996384599804,0.9240494764183049
0.22044088176352705,0.056918348980234554,2.644157080017445,0.5453528870089739
0.23046092184368736,0.08244233410291645,3.340105078628934,1.56550524346132
0.24048096192384769,0.029461954069514656,3.0363755124733576,0.5118261552626606
0.250501002004008,0.07119368170620191,3.390744805273556,1.0590186047314933
0.2605210420841683,0.03146826299272371,2.300595629644846,1.2958058218441728
0.27054108216432865,0.09557351336396672,5.95488058868813,1.8831671926507896
0.280561122244489,0.061747865740005736,2.9584692881706633,0.6342418175493502
0.2905811623246493,0.053172955199241895,2.5265633170405324,1.1089134829524256
0.3006012024048096,0.041164448968370154,3.5837347942036404,0.5364697995652367
0.3106212424849699,0.08193869515473734,2.4721054434243612,1.0139164765123856
0.32064128256513025,0.056492026577323884,2.9761415058247356,1.4333465882596923
0.3306613226452906,0.06547471590949189,2.843227485341332,0.9186019223428976
0.3406813627254509,0.02150318403490841,4.7761812852430765,0.8146249244834527
0.3507014028056112,0.06941083976607017,4.177026895194481,0.6735548499906405
0.3607214428857715,0.06896765781779371,3.5905679030667543,1.3657103660305128
0.37074148296593185,0.06935471974998056,3.0869250802380925,1.542905008857029
0.3807615230460922,0.09549984628116993,5.131033197104238,1.5079357108937335
