x,x_err,y,y_err
-5.0,0.07970447563251781,-37.12135676165896,0.9110138226971969
-4.979959919839679,0.06651377449230743,-36.723923571567056,0.7914576863892417
-4.959919839679359,0.08424761814253899,-38.33480421810649,1.8667392051803253
-4.939879759519038,0.1276724028168384,-35.55724823244135,2.7560325832152586
-4.919839679358717,0.06357704615821345,-39.28725340110583,1.3598942163942138
-4.8997995991983965,0.042589007107646695,-36.90096849887314,2.332500268056558
-4.8797595190380765,0.1125618226430015,-38.71155976239077,2.146653387349417
-4.859719438877756,0.12737716765205065,-36.72131654121823,2.8288872857737024
-4.839679358717435,0.03308287220805933,-32.939153638623566,2.552452543247852
-4.819639278557114,0.05118363465827282,-38.88868754424437,1.9165131472636574
-4.799599198396794,0.03845635866892921,-39.055033100850224,2.142576245585268
-4.779559118236473,0.06523238350568167,-35.33258340378928,2.745966166460087
-4.759519038076152,0.07854562725770364,-37.92312270128508,1.4987969614673369
-4.739478957915832,0.11734742380522985,-37.55197242531242,1.3169867646444433
-4.719438877755511,0.10464918603461765,-37.33791123739316,0.5270277090879909
-4.69939879759519,0.10072071377219606,-42.48614955843513,2.5663776854786606
-4.679358717434869,0.06580874305925508,-37.23418232393616,2.502451751008412
-4.659318637274549,0.1293881819010188,-38.64683911478587,0.7611362952503784
-4.6392785571142285,0.0812673317617614,-38.038374527393664,1.9421434528317505
-4.619238476953908,0.14728364194197008,-35.16037281336447,1.6599542454172185
-4.599198396793588,0.1024384779784458,-37.906777804071275,0.7967727387727787
-4.579158316633267,0.03641441640338536,-35.015649039731024,2.951420567651809
-4.559118236472946,0.10790308306980642,-37.2954626219564,1.0367397186583887
-4.539078156312625,0.06226352200612087,-36.89162099501026,0.6680854502264029
-4.519038076152305,0.10922253556919267,-34.7481169772203,1.987118448754774
-4.498997995991984,0.02905334926111275,-35.794371120979164,2.3471666928325816
-4.478957915831663,0.04273458683287472,-34.87692026669829,0.5811086151179674
-4.458917835671342,0.13124584365775221,-35.08921669044481,2.1467940968175556
-4.438877755511022,0.04953334241305694,-36.830951496563664,1.830729689878636
-4.4188376753507015,0.1288153462815822,-36.54309485066941,0.758162522187621
-4.398797595190381,0.05630589149907336,-37.203231403008964,0.9313096923659052
-4.37875751503006,0.103574648307632,-36.05808425191377,1.9199357432902013
-4.35871743486974,0.11023957455627804,-33.08825241851942,1.240894033783221
-4.338677354709419,0.08664511790885689,-33.01374682992456,2.84578932162829
-4.318637274549098,0.05969038797057506,-36.67397723173999,2.546850573710127
-4.298597194388778,0.0476437689282425,-38.368364279006194,2.9589180162841577
-4.278557114228457,0.02431461609311541,-34.53368075738177,1.149177097376035
-4.258517034068136,0.0595130321612941,-33.844553601976166,2.9243090819949424
-4.238476953907815,0.1049111627690668,-33.74122521892858,1.5780846744788946
-4.218436873747495,0.14197962639830275,-34.457353026277666,1.3687969882843865
-4.198396793587174,0.13325658269419677,-34.255579005650546,0.6258738174233831
-4.1783567134268536,0.11958842094958934,-33.48449973712007,0.6319131446490065
-4.158316633266534,0.12249815462292883,-33.66980128953484,2.230028139866637
